pageName;user;ultimamodif;;;;
PROC:PLANTILLAS:S1(E1)YS2(E2);i0050;18/05/2018 10:46;;;;
PROC:PLANTILLAS:S1(E2)YS2(E1);i0050;18/05/2018 10:55;;;;
PROC:PLANTILLAS:S1(E1yE2)YS2(BACKUP);i0050;18/05/2018 10:57;;;;
PROC:PLANTILLAS:S1(BACKUP)YS2(E1yE2);i0050;18/05/2018 10:59;;;;
REINICIO SLX00012097;i0095;21/05/2018 12:35;;;;
REINICIO SLX00012096;i0095;21/05/2018 12:57;;;;
REINICIO SLX00012089;i0095;21/05/2018 12:59;;;;
REINICIO SLX00010005-SLX00010006 AA;i0050;22/05/2018 12:51;;;;
REINICIO SLX00010005-SLX00010006 AC;i0050;22/05/2018 12:59;;;;
SWITCH SLX00010005-SLX00010006 (AC) Llegamos a;i0050;22/05/2018 13:41;;;;
REINICIO SLX00010005-SLX00010006 AP;i0050;23/05/2018 11:00;;;;
REINICIO SLX00010005-SLX00010006 PA;i0050;23/05/2018 11:01;;;;
SWITCH SLX00010005-SLX00010006 (AA) Llegamos a;i0050;23/05/2018 11:35;;;;
SWITCH SLX00010005-SLX00010006 (PA) Llegamos a;i0050;23/05/2018 11:36;;;;
SWITCH SLX00010005-SLX00010006 (AP) Llegamos a;i0050;23/05/2018 11:36;;;;
REINICIO SLX00010527-SLX00010528 AA;i0050;23/05/2018 13:48;;;;
REINICIO SLX00010527-SLX00010528 AC;i0050;23/05/2018 13:50;;;;
REINICIO SLX00010527-SLX00010528 AP;i0050;23/05/2018 13:53;;;;
REINICIO SLX00010527-SLX00010528 PA;i0050;23/05/2018 13:54;;;;
SWITCH SLX00010527-SLX00010528 (PA) Partimos de;i0050;23/05/2018 15:21;;;;
SWITCH SLX00010527-SLX00010528 (AC) Partimos de;i0050;23/05/2018 15:32;;;;
SWITCH SLX00010527-SLX00010528 (AA) Partimos de;i0050;23/05/2018 15:34;;;;
REINICIO SLX00010525-SLX00010526 AA;i0050;23/05/2018 15:41;;;;
REINICIO SLX00010525-SLX00010526 AC;i0050;23/05/2018 15:43;;;;
REINICIO SLX00010525-SLX00010526 AP;i0050;23/05/2018 15:45;;;;
REINICIO SLX00010525-SLX00010526 PA;i0050;23/05/2018 15:46;;;;
PSPA:Aplicaciones:AVE:ESPECIFICA;i0050;24/05/2018 8:39;;;;
Alertas genericas nagios;i0490;24/05/2018 15:33;;;;
PSGC:Servidores:SLX00012100;soporte.herramientas;25/05/2018 8:01;;;;
PSGC:Servidores:SLX00012102;soporte.herramientas;25/05/2018 8:01;;;;
Pruebas Integracion;i0229;25/05/2018 9:57;;;;
PROC:Parada y arranque aplicaciones ias;i0490;25/05/2018 14:37;;;;
SWITCH SLX00010557-SLX00010558 (PA) Llegamos a;i0050;25/05/2018 16:41;;;;
PSGC:Servidores:SLX00010827;soporte.herramientas;26/05/2018 8:01;;;;
PSES:Servidores:SNT00010040;i0050;28/05/2018 12:36;;;;
PROC:SLX00010010:Comprobacion; parada y arranque de aplicaciones;i0050;28/05/2018 16:56;;;
PSGC:Aplicaciones:DMARTCLIWEB;soporte.herramientas;29/05/2018 8:00;;;;
PSPA:Servidores:SLX00010010;i0050;29/05/2018 9:57;;;;
PSPA:Aplicaciones:REPORTS_FINAN:ESPECIFICA;i0050;29/05/2018 10:11;;;;
PSPA:Aplicaciones:TELERECARGA:ESPECIFICA;i0050;29/05/2018 10:18;;;;
PROC:GCOMERCIAL:Nagios login aplicacion;i0490;29/05/2018 10:40;;;;
PSPA:Aplicaciones:GTI:ESPECIFICA;i0050;29/05/2018 10:42;;;;
PROC:MBAM-BITLOCKER:Recuperar la clave por cifrado;i0050;29/05/2018 12:04;;;;
REINICIO SLX00010259;i0050;29/05/2018 12:15;;;;
PSGC:Aplicaciones:ARGI;soporte.herramientas;29/05/2018 13:01;;;;
PSGC:BaseDatos:SLX00010927_BONITAMCG;soporte.herramientas;29/05/2018 13:17;;;;
PROC:SNT00010039-SNT00010040 (SNT00010053) Manual de operacion ante incidencias;i0050;29/05/2018 13:54;;;;
PSGC:Aplicaciones:KOCAJABALANCEO;soporte.herramientas;29/05/2018 16:01;;;;
PSGC:Aplicaciones:MIS_COMPRAS_DETALLADAS;soporte.herramientas;29/05/2018 16:01;;;;
PSGC:Aplicaciones:KCENTI_CAPRABO;soporte.herramientas;29/05/2018 16:01;;;;
PSGC:Aplicaciones:ESPACIOCLIENTE;soporte.herramientas;29/05/2018 16:01;;;;
PSGC:Aplicaciones:INFORED;soporte.herramientas;29/05/2018 16:01;;;;
PSGC:Aplicaciones:INFOREDCP;soporte.herramientas;29/05/2018 16:01;;;;
PSGC:Aplicaciones:KGERTICK;soporte.herramientas;29/05/2018 16:01;;;;
PSGC:Aplicaciones:KPORTALCPB;soporte.herramientas;29/05/2018 16:01;;;;
PSGC:Aplicaciones:KTICK_CAPRABO;soporte.herramientas;29/05/2018 16:01;;;;
Control_proceso_agent_Manager_Control;i0012;29/05/2018 20:58;;;;
PSES:Servidores:SLX00012088;soporte.herramientas;30/05/2018 8:00;;;;
PSPA:Aplicaciones:CBOOKING;soporte.herramientas;30/05/2018 9:43;;;;
PSPA:Aplicaciones:ALCINA;soporte.herramientas;30/05/2018 9:43;;;;
PSPA:Aplicaciones:GESTOR.SPORTAREA.COM;soporte.herramientas;30/05/2018 9:43;;;;
PSPA:Aplicaciones:CATALOGO.FORUMSPORT;soporte.herramientas;30/05/2018 9:43;;;;
PSPA:Aplicaciones:POWERSHOP;soporte.herramientas;30/05/2018 9:43;;;;
PSPA:Aplicaciones:DISCOVERER_FORUM;soporte.herramientas;30/05/2018 9:43;;;;
REINICIO SLX00010544-SLX00010545 AA;i0050;30/05/2018 10:22;;;;
REINICIO SLX00010544-SLX00010545 AC;i0050;30/05/2018 10:26;;;;
REINICIO SLX00010544-SLX00010545 AP;i0050;30/05/2018 10:29;;;;
REINICIO SLX00010544-SLX00010545 PA;i0050;30/05/2018 10:31;;;;
SWITCH SLX00010544-SLX00010545 (AA) Llegamos a;i0050;30/05/2018 10:34;;;;
SWITCH SLX00010544-SLX00010545 (AC) Llegamos a;i0050;30/05/2018 10:36;;;;
SWITCH SLX00010544-SLX00010545 (AP) Llegamos a;i0050;30/05/2018 10:38;;;;
SWITCH SLX00010544-SLX00010545 (PA) Llegamos a;i0050;30/05/2018 10:40;;;;
CONTROL:KDIEL:Servicio SPM;i0490;30/05/2018 11:12;;;;
PROC:SLX00010544-SLX00010545:COMPROBACION; PARADA Y ARRANQUE DE BASES DE DATOS;i0050;30/05/2018 12:00;;;
REINICIO SLX00010028-SLX00010029 AA;i0050;30/05/2018 12:36;;;;
REINICIO SLX00010028-SLX00010029 AC;i0050;30/05/2018 12:36;;;;
REINICIO SLX00010028-SLX00010029 AP;i0050;30/05/2018 12:37;;;;
REINICIO SLX00010028-SLX00010029 PA;i0050;30/05/2018 12:38;;;;
SWITCH SLX00010028-SLX00010029 (AA) Llegamos a;i0050;30/05/2018 12:41;;;;
SWITCH SLX00010028-SLX00010029 (AP) Llegamos a;i0050;30/05/2018 12:42;;;;
SWITCH SLX00010028-SLX00010029 (PA) Llegamos a;i0050;30/05/2018 12:42;;;;
SWITCH SLX00010028-SLX00010029 (AC) Llegamos a;i0050;30/05/2018 12:42;;;;
REINICIO SLX00010540-SLX00010541 AA;i0050;30/05/2018 12:47;;;;
REINICIO SLX00010540-SLX00010541 AC;i0050;30/05/2018 12:49;;;;
REINICIO SLX00010540-SLX00010541 AP;i0050;30/05/2018 12:49;;;;
REINICIO SLX00010540-SLX00010541 PA;i0050;30/05/2018 12:51;;;;
SWITCH SLX00010540-SLX00010541 (AA) Llegamos a;i0050;30/05/2018 12:52;;;;
SWITCH SLX00010540-SLX00010541 (PA) Llegamos a;i0050;30/05/2018 12:53;;;;
SWITCH SLX00010540-SLX00010541 (AC) Llegamos a;i0050;30/05/2018 12:53;;;;
SWITCH SLX00010540-SLX00010541 (AP) Llegamos a;i0050;30/05/2018 12:53;;;;
REINICIO SLX00010565-SLX00010566 PA;i0050;30/05/2018 12:58;;;;
REINICIO SLX00010565-SLX00010566 AP;i0050;30/05/2018 12:59;;;;
REINICIO SLX00010565-SLX00010566 AC;i0050;30/05/2018 13:00;;;;
REINICIO SLX00010565-SLX00010566 AA;i0050;30/05/2018 13:00;;;;
TEC:BaseDatos:ORACLE:SLX00010005_DEPAR2;i0050;30/05/2018 16:47;;;;
TEC:BaseDatos:ORACLE:DWHSOC;i0050;30/05/2018 16:47;;;;
TEC:BaseDatos:ORACLE:SLX00010005_DWHSOCDT;i0050;30/05/2018 16:48;;;;
TEC:BaseDatos:ORACLE:SLX00010005_FRA_PRES;i0050;30/05/2018 16:49;;;;
TEC:BaseDatos:ORACLE:SLX00010005_GESPA;i0050;30/05/2018 16:49;;;;
TEC:BaseDatos:ORACLE:SLX00010005_INTRASOC;i0050;30/05/2018 16:49;;;;
TEC:BaseDatos:ORACLE:SLX00010005_PORGANI;i0050;30/05/2018 16:50;;;;
TEC:BaseDatos:ORACLE:SLX00010006_AVE;i0050;30/05/2018 16:51;;;;
TEC:BaseDatos:ORACLE:SLX00010006_EDIB2B;i0050;30/05/2018 16:52;;;;
TEC:BaseDatos:ORACLE:SLX00010028_PSDDBB;i0050;30/05/2018 16:54;;;;
TEC:BaseDatos:ORACLE:SLX00010029_PPV50SEC;i0050;30/05/2018 16:55;;;;
TEC:BaseDatos:ORACLE:SLX00010029_TMS;i0050;30/05/2018 16:56;;;;
PROC:AIP-HORIZONTE:Control procesos CEBI;i0490;31/05/2018 9:49;;;;
TEC:BaseDatos:ORACLE:SLX00010566_PIN8;i0050;31/05/2018 10:00;;;;
TEC:BaseDatos:ORACLE:SLX00010566_SENECA;i0050;31/05/2018 10:02;;;;
TEC:BaseDatos:MYSQL:SLX00010329_HSISPLAT;i0050;31/05/2018 10:03;;;;
TEC:BaseDatos:MYSQL:SLX00010329_SISPLAT;i0050;31/05/2018 10:04;;;;
TEC:BaseDatos:ORACLE:SLX00010526_SISLOGDA;i0050;31/05/2018 10:14;;;;
TEC:BaseDatos:ORACLE:SLX00010526_SISLOGIB;i0050;31/05/2018 10:15;;;;
TEC:BaseDatos:ORACLE:SLX00010526_SISLOGMN;i0050;31/05/2018 10:15;;;;
TEC:BaseDatos:ORACLE:SLX00010525_SISLOG50;i0050;31/05/2018 10:17;;;;
TEC:BaseDatos:ORACLE:SLX00010525_SISLOGML;i0050;31/05/2018 10:20;;;;
TEC:BaseDatos:ORACLE:SLX00010527_SISLOGW;i0050;31/05/2018 10:25;;;;
TEC:BaseDatos:ORACLE:SLX00010528_SISLOGB;i0050;31/05/2018 10:28;;;;
TEC:BaseDatos:ORACLE:SLX00010528_SISLOGM;i0050;31/05/2018 10:28;;;;
TEC:BaseDatos:ORACLE:SLX00010528_SISLOGU;i0050;31/05/2018 10:29;;;;
TEC:BaseDatos:ORACLE:SLX00010540_RRHH;i0050;31/05/2018 10:33;;;;
TEC:BaseDatos:ORACLE:SLX00010541_DIPLA;i0050;31/05/2018 10:34;;;;
TEC:BaseDatos:ORACLE:SLX00010541_MEJGAMA;i0050;31/05/2018 10:34;;;;
TEC:BaseDatos:ORACLE:SLX00010565_SPECMAN;i0050;31/05/2018 10:36;;;;
TEC:BaseDatos:ORACLE:SLX00010565_TRANSPOR;i0050;31/05/2018 10:37;;;;
TEC:BaseDatos:ORACLE:SLX00010565_WFM;i0050;31/05/2018 10:37;;;;
REINICIO SLX00010576;i0095;31/05/2018 10:52;;;;
TEC:BaseDatos:ORACLE:SLX00010558_DRPASRDF;i0050;31/05/2018 11:35;;;;
TEC:BaseDatos:ORACLE:SLX00010566_TVIRTUAL;i0050;31/05/2018 11:45;;;;
TEC:BaseDatos:ORACLE:EDIWIN;i0050;31/05/2018 11:46;;;;
REINICIO SLX00010577;i0095;31/05/2018 11:47;;;;
TEC:BaseDatos:ORACLE:SLX00010540_MDMP;i0050;31/05/2018 11:48;;;;
PSGS:Servidores:SLX00010577;i0095;31/05/2018 11:49;;;;
PROC:TVIRTUAL:Control procesos CEBI;i0050;31/05/2018 12:45;;;;
PROC:IKLOG_ELORRIO:Cambio password usuario en base de datos IKLOG;i0490;31/05/2018 13:05;;;;
PROC:WINDOWS:Parada y arranque de un recurso de cluster;i0050;01/06/2018 9:09;;;;
PSPA:Aplicaciones:SOCIOS_DE_CONSUMO:ESPECIFICA;i0050;01/06/2018 11:37;;;;
PSPA:Aplicaciones:SOCIOS_DE_CUOTA:ESPECIFICA;i0050;01/06/2018 11:41;;;;
PSPA:Aplicaciones:RECLAMACIONES:ESPECIFICA;i0050;01/06/2018 11:44;;;;
PSPA:Aplicaciones:LABORATORIO:ESPECIFICA;i0050;01/06/2018 11:45;;;;
PSPA:Aplicaciones:DISCOVERER_CONSUMO:ESPECIFICA;i0050;01/06/2018 11:46;;;;
PSPA:Aplicaciones:INDICADORES_MEDIOAMBIENTALES:ESPECIFICA;i0050;01/06/2018 11:47;;;;
PSPA:Aplicaciones:CONTACTOS:ESPECIFICA;i0050;01/06/2018 11:47;;;;
PSPA:Aplicaciones:DISCOVERER_ENTREVAL:ESPECIFICA;i0050;01/06/2018 11:48;;;;
PSPA:Servidores:SNT00010082;i0050;01/06/2018 11:49;;;;
PSPA:Servidores:SNT00010081;i0050;01/06/2018 11:49;;;;
PSPA:Aplicaciones:CUENTA_CAPITAL:ESPECIFICA;i0050;01/06/2018 12:02;;;;
PSPA:Aplicaciones:DISCOVERER_SOCIAL:ESPECIFICA;i0050;01/06/2018 12:03;;;;
PSPA:Aplicaciones:NUSILA:ESPECIFICA;i0050;01/06/2018 12:04;;;;
PSPA:Aplicaciones:GESPA:ESPECIFICA;i0050;01/06/2018 12:04;;;;
REINICIO SLX00010283;i0050;01/06/2018 16:06;;;;
PSES:Servidores:SLX00010283;i0050;01/06/2018 16:12;;;;
PSES:Aplicaciones:PLATON;i040168;01/06/2018 17:56;;;;
REINICIO SAX00010561-SAX00010560;i0050;04/06/2018 9:51;;;;
PSPA:Servidores:SLX00010057;i0050;04/06/2018 11:25;;;;
PSPA:Servidores:SLX00010056;i0050;04/06/2018 11:25;;;;
PSPA:Aplicaciones:FACTRAVEL;i1307;04/06/2018 13:00;;;;
REINICIO SLX00010140-SLX00010141;i0050;04/06/2018 13:46;;;;
REINICIO SLX00010141-SLX00010140;i0050;04/06/2018 13:55;;;;
SWITCH SLX00010140-SLX00010141;i0050;04/06/2018 15:36;;;;
SWITCH SLX00010141-SLX00010140;i0050;04/06/2018 15:37;;;;
REINICIO SLX00010226-SLX00010227;i0050;05/06/2018 10:41;;;;
REINICIO SLX00010227-SLX00010226;i0050;05/06/2018 10:42;;;;
SWITCH SLX00010226-SLX00010227;i0050;05/06/2018 10:45;;;;
SWITCH SLX00010227-SLX00010226;i0050;05/06/2018 10:46;;;;
REINICIO SLX00010461;i0050;05/06/2018 12:26;;;;
Prueba:PlanContingencia;i1307;05/06/2018 12:57;;;;
PSPA:Servidores:SLX00010461;i0050;05/06/2018 13:29;;;;
Montaje de FS en TLX29980001;i0490;07/06/2018 19:49;;;;
Acceso Entorno Desarrollo Ekipedia;i1307;11/06/2018 12:35;;;;
SLX00010028-29 Comprobacion; lanzamiento y parada de BBDDs;i0661;12/06/2018 9:17;;;
PSGC:Aplicaciones:ALFRESCO_PROMO;soporte.herramientas;13/06/2018 8:02;;;;
PSPA:Servidores:ReinicioSLX00010553-554;i0919;13/06/2018 10:32;;;;
REINICIO SLX00010876-SLX00010877;i0490;14/06/2018 10:14;;;;
REINICIO SAX00010560-SAX00010561;i6020;15/06/2018 10:13;;;;
TEC:BaseDatos:ORACLE:SLX00010028_GTF;i0661;15/06/2018 14:52;;;;
TEC:BaseDatos:ORACLE:SLX00012078_DGTF;i0661;15/06/2018 15:32;;;;
TEC:BaseDatos:ORACLE:DITF;i0661;15/06/2018 15:34;;;;
Comprobacion BBDD PINTERF;i0661;18/06/2018 15:59;;;;
PSGS:Servidores:SNT00010445;i0490;19/06/2018 12:12;;;;
PSGS:Servidores:SNT00010454;i0490;19/06/2018 12:15;;;;
Parada BBDD PINTERF;i0661;20/06/2018 10:10;;;;
Lanzamiento BBDD PINTERF;i0661;20/06/2018 10:12;;;;
REINICIO SLX00010012;i0661;26/06/2018 13:07;;;;
PSPA:Servidores:SNT00010692;soporte.herramientas;27/06/2018 8:01;;;;
PSES:Servidores:SLX00010012;i0661;27/06/2018 16:31;;;;
PROC:WSCTA:Comprobacion parada arranque WSCTA;i0661;27/06/2018 16:32;;;;
PROC:ABACO2:Comprobacion parada arranque ABACO2;i0661;27/06/2018 16:34;;;;
Nuevo metodo creacion Platon;i0028;03/07/2018 13:23;;;;
REINICIO SLX00010910-911;i0253;05/07/2018 11:34;;;;
PSPA:Servidores:SLX00010911;i0253;05/07/2018 11:37;;;;
PSPA:Servidores:SLX00010910;i0253;05/07/2018 11:38;;;;
CAPR:Aplicaciones:COCINA_CENTRALIZADA;i040168;05/07/2018 12:34;;;;
REINICIO SLX00010932;i0253;05/07/2018 13:51;;;;
PSGC:Servidores:SLX00010932;i0253;05/07/2018 13:52;;;;
Operatoria Subidas PIN8;i0490;05/07/2018 21:20;;;;
SWITCH SAX00010580-SAX00010581 (AC) Llegamos a;i0490;06/07/2018 14:01;;;;
SWITCH SAX00010580-SAX00010581 (AP) Llegamos a;i0490;06/07/2018 14:04;;;;
SWITCH SAX00010580-SAX00010581 (PA) Llegamos a;i0490;06/07/2018 14:06;;;;
SWITCH SAX00010580-SAX00010581 (AA) Llegamos a;i0490;06/07/2018 14:11;;;;
PSES:Servidores:SLX00010328:Especifica;i0490;06/07/2018 14:14;;;;
REINICIO SLX00010329-SLX00010328;i0490;06/07/2018 14:33;;;;
SRV_ALL_BDD_PRO_MYSQL_SISOP-PROCESS-MYSQL-MONITOR-AGENT;i0253;09/07/2018 12:58;;;;
PROC:SIA:Parada arranque aplicacion SIA;i0012;12/07/2018 10:55;;;;
Reinicio del SNT00012047;i0661;16/07/2018 11:11;;;;
PSGC:Servidores:SLX00012104;soporte.herramientas;19/07/2018 8:02;;;;
PSPA:Aplicaciones:QLIKSENSE;soporte.herramientas;21/07/2018 8:00;;;;
PSPA:Servidores:SNT00010556;soporte.herramientas;25/07/2018 8:00;;;;
PSPA:Servidores:SNT00012046;soporte.herramientas;25/07/2018 8:00;;;;
PSPA:Aplicaciones:PUCE-CERIDIAN;soporte.herramientas;26/07/2018 8:01;;;;
PSES:Servidores:SNT00010691;soporte.herramientas;02/08/2018 8:02;;;;
PSPA:Servidores:SNT00010696;soporte.herramientas;02/08/2018 8:02;;;;
CAPRABO:Servidores:SNT00010698;soporte.herramientas;02/08/2018 8:02;;;;
PSPA:Servidores:SNT00010546;soporte.herramientas;02/08/2018 8:02;;;;
PSES:Servidores:SNT00010688;soporte.herramientas;03/08/2018 8:00;;;;
PSES:BaseDatos:SLX00010930_KOLIDE;soporte.herramientas;03/08/2018 8:00;;;;
Migracion a RASGO de los PC´s;i0661;03/08/2018 12:51;;;;
PSES:Servidores:SLX00012128;i0661;07/08/2018 10:15;;;;
Reinicio del SLX00010813;i0661;08/08/2018 13:51;;;;
Reinicio del SNT00010694;i0661;09/08/2018 14:16;;;;
PSES:BaseDatos:SLX00010813_CAUTITAN;soporte.herramientas;10/08/2018 8:00;;;;
PSES:BaseDatos:SLX00010813_PAPERCUT;soporte.herramientas;10/08/2018 8:00;;;;
CAPR:Aplicaciones:CORREO_LOTUS:ESPECIFICA;i040168;10/08/2018 10:49;;;;
CAPR:Aplicaciones:ECOMMERC_CAPRABOACASA:Procedimiento_SOLR;i040168;10/08/2018 11:48;;;;
Recuperaciones PC SPEC para Centros Hator;i0661;14/08/2018 17:00;;;;
Centros Copia Spec Remota;i0661;14/08/2018 17:04;;;;
SQLServerAgent;i0661;16/08/2018 12:53;;;;
PSGC:Servidores:SLX00012017;soporte.herramientas;17/08/2018 8:00;;;;
PSES:Servidores:SLX00010304;i0661;20/08/2018 15:48;;;;
PSES:Aplicaciones:PLANEST:ESPECIFICA;i0661;20/08/2018 15:58;;;;
PSPA:Aplicaciones:DOCUQV:ESPECIFICA;i0661;20/08/2018 16:00;;;;
Reinicio de aplicaciones SLX304;i0661;20/08/2018 16:03;;;;
Esquema fisico de SCIIF;i0661;20/08/2018 16:52;;;;
PSPA:Aplicaciones:SCIIF:ESPECIFICA;i0661;20/08/2018 16:57;;;;
PSES:Servidores:SNT00010443;i0661;21/08/2018 12:41;;;;
PSES:Aplicaciones:ATERPE:ESPECIFICA;i0661;21/08/2018 12:41;;;;
TEC:BaseDatos:SQLSERVER:SNT00010443_BIKAIN;i0661;21/08/2018 12:42;;;;
Esquema Avalanche5;i0661;21/08/2018 13:40;;;;
Esquema Avalanche6;i0661;21/08/2018 13:45;;;;
PSES:Aplicaciones:AVALANCHE_6:ESPECIFICA;i0661;21/08/2018 13:46;;;;
PSES:Servidores:SLX00012002;i0661;22/08/2018 12:54;;;;
Reinicio del servidor SLX00010829;i0661;22/08/2018 13:21;;;;
PSES:Servidores:SLX00012013;i0661;22/08/2018 16:06;;;;
Aplicacion PROVESIEC;i0661;22/08/2018 16:50;;;;
PSES:Aplicaciones:APIPROVESIEC:ESPECIFICA;i0661;22/08/2018 16:56;;;;
PLATONNET ModuloBatch BATCH;i0661;23/08/2018 11:05;;;;
Limitaciones de envio y recepcion de correo de Internet;i0661;23/08/2018 16:20;;;;
PSES:Aplicaciones:INTERSCAN:ESPECIFICA;i0661;23/08/2018 16:21;;;;
Reinicio SLX00012083;i0095;24/08/2018 10:30;;;;
Parada y arranque individualizada de las aplicaciones y reports del SLX2083;i0095;24/08/2018 10:31;;;;
Parada y arranque de TODAS las aplicacion SLX2083;i0095;24/08/2018 10:33;;;;
PSPA:Servidores:SLX00012084;i0095;24/08/2018 10:34;;;;
Parada y arranque de TODAS las aplicaciones SLX2084;i0095;24/08/2018 10:35;;;;
Parada y arranque individualizada de  las aplicaciones y Reports del SLX2084;i0095;24/08/2018 10:35;;;;
Parada y arranque de TODAS las aplicacion SLX2082;i0095;24/08/2018 10:36;;;;
Parada y arranque individalizada de las aplicaciones y reports del SLX2082;i0095;24/08/2018 10:40;;;;
Reinicio SLX00012084;i0095;24/08/2018 10:43;;;;
Reinicio SLX00012082;i0095;24/08/2018 10:46;;;;
PSES:Servidores:SLX00012082;i0095;24/08/2018 10:46;;;;
Reinicio del SLX00012074;i0095;24/08/2018 10:50;;;;
Reinicio del SLX00010340;i0661;24/08/2018 16:16;;;;
Reinicio del SNT00010626;i0661;24/08/2018 16:30;;;;
PSES:Servidores:SNT00010220;i0661;24/08/2018 16:31;;;;
REINICIO SLX00010010;i0274;27/08/2018 10:11;;;;
PSES:Aplicaciones:Reinicio ordenado INTRASOC;i0274;27/08/2018 10:58;;;;
Herramientas:GTF:FuncionamientoExplotacion:FTPSegura(PSFTP);i1307;30/08/2018 17:17;;;;
Herramientas:GTF:Operatorias:VigilanteDeEspacio-SUTSVIGSPCIO;i1307;30/08/2018 17:31;;;;
PSES;i1307;30/08/2018 17:37;;;;
PSGC:Aplicaciones:REPOAPOLLO:ESPECIFICA;i0253;31/08/2018 11:31;;;;
PSGC:Aplicaciones:EROSKISMSDR;soporte.herramientas;01/09/2018 8:00;;;;
PSES:CITRIX_ZUREKIN:Ejecutar descubrimiento;i0490;03/09/2018 12:05;;;;
PSGC:ORION:LINEA DE LPU APERTURA ORION;i0104;04/09/2018 13:56;;;;
PSGC:Aplicaciones:EXCELM;soporte.herramientas;07/09/2018 8:00;;;;
PROC:CEBI:MQ Series para SILO Abrera;i0229;07/09/2018 10:17;;;;
PROC:LPU:Cambio de nodo fisico en LPU y Platon;i0229;11/09/2018 11:59;;;;
PSES:Servidores:SLX00010463;i0661;11/09/2018 16:55;;;;
PSPA:Servidores:SNT00010241;i0274;13/09/2018 11:25;;;;
PSPA:Aplicaciones:SENECA:ProcesosEspecificos;i0274;13/09/2018 11:26;;;;
PROC:LPU:Peticiones desde SIA-SIC-FYP API-LPU  Funcionamiento-Gestion Incidencias;i0229;13/09/2018 11:49;;;;
PROC:INFORED:Nagios login aplicacion;i0490;13/09/2018 17:31;;;;
PSGC:Aplicaciones:ELECTROADM:ESPECIFICA;i1307;13/09/2018 17:34;;;;
PSPA:Servidores:SLX00012125;soporte.herramientas;14/09/2018 8:00;;;;
PSES:Servidores:SNT00010520;soporte.herramientas;14/09/2018 8:00;;;;
PSPA:Aplicaciones:DIETAS:ESPECIFICA;i1307;14/09/2018 12:14;;;;
Manual Incidencias de Monitorizacion;i0661;14/09/2018 14:06;;;;
TEC:SO:NOVELL;i0490;14/09/2018 16:52;;;;
PSGC:Aplicaciones:TERRAZAyJARDIN:ESPECIFICA;i1307;14/09/2018 17:00;;;;
PSPA:Aplicaciones:SATISFACCION_DE_PRODUCTOS:ESPECIFICA;i1307;14/09/2018 17:05;;;;
PSPA:Aplicaciones:CONTRATOSDIS:ESPECIFICA;i1307;14/09/2018 17:07;;;;
PSPA:Aplicaciones:CURRICULUMS:ESPECIFICA;i1307;14/09/2018 17:09;;;;
PSGS:Aplicaciones:INFONOT:ESPECIFICA;i1307;14/09/2018 17:10;;;;
PSPA:Aplicaciones:MO:ESPECIFICA;i1307;14/09/2018 17:11;;;;
PSGS:Servidores:SLX00012096;i1307;14/09/2018 17:12;;;;
PSGC:Aplicaciones:SAVE_LOGISTICA:ESPECIFICA;i1307;14/09/2018 17:19;;;;
PSGC:Aplicaciones:WSPICKING;soporte.herramientas;19/09/2018 8:00;;;;
PROC:Aplicaciones:ESKER:Comprobar servicio;i040168;20/09/2018 12:43;;;;
PROC:Aplicaciones:ESKER:Manual de administracion de la contingencia smtp de Esker;i040168;20/09/2018 12:47;;;;
PROC:Aplicaciones:NAGIOS:Comprobacion de servicios de Nagios en SLX00010790;i1307;26/09/2018 17:28;;;;
PROC:Aplicaciones:NAGIOS:Comprobacion de servicios de Nagios en SLX00010464;i1307;26/09/2018 17:29;;;;
PSPA:Aplicaciones:NPRINTING17;soporte.herramientas;28/09/2018 8:01;;;;
Documento Generico de GIO - Opticas;i0229;28/09/2018 12:26;;;;
Tiras las conexiones de los usuarios GIO;i0229;28/09/2018 12:40;;;;
PSES:Servidores:SNT00010282:ESPECIFICA;i0229;28/09/2018 13:41;;;;
Problemas de conexion por SSH a los servidores;i0919;01/10/2018 9:11;;;;
Reinicio ordenador del entorno Auge;i0919;01/10/2018 9:52;;;;
Reinicio automatico del entorno de AUGE a traves de PLATON;i0919;01/10/2018 10:02;;;;
PSGS:BaseDatos:Gesplat:ControlPRoceso;i0095;02/10/2018 15:58;;;;
PSGS:BaseDatos:Gestra:ControlPRoceso;i0095;02/10/2018 15:59;;;;
PruebaNagiosCompraonline;i6020;03/10/2018 12:26;;;;
PSGC:Servidores:SLX00010701;i1307;04/10/2018 10:40;;;;
PROC:DTCA:Comprobacion_bbdd;i0661;05/10/2018 9:21;;;;
TEC:BaseDatos:ORACLE:PHUBCLI;i0028;05/10/2018 16:27;;;;
TEC:BaseDatos:ORACLE:PITF;i0661;05/10/2018 16:29;;;;
TEC:BaseDatos:ORACLE:PINTRATR;i0661;05/10/2018 16:30;;;;
TEC:BaseDatos:ORACLE:PCEBI;i0661;05/10/2018 16:31;;;;
TEC:BaseDatos:ORACLE:PCAS;i0661;05/10/2018 16:32;;;;
TEC:BaseDatos:ORACLE:MDB;i0661;05/10/2018 16:34;;;;
TEC:BaseDatos:ORACLE:ECOM;i0661;05/10/2018 16:36;;;;
TEC:BaseDatos:ORACLE:I2TMS;i0661;05/10/2018 16:36;;;;
TEC:BaseDatos:ORACLE:IPOC;i0661;05/10/2018 16:37;;;;
TEC:BaseDatos:ORACLE:IPOE;i0661;05/10/2018 16:38;;;;
